# y+ ()        
# Time         	patch          	min            	max            	average        
7.24           	bottom	1.15432693e+02	2.10773438e+03	1.11732588e+03
7.24           	top	0.00000000e+00	1.86256365e+02	2.24228152e+01
7.24           	front	4.69709917e+01	2.24742886e+03	4.07435639e+02
7.26           	left	8.40972538e+01	1.80514139e+03	4.50610662e+02
7.26           	right	4.70771138e+01	8.46534388e+02	2.03990967e+02
7.26           	stlSurface	1.02657466e+02	8.94997063e+02	4.03408528e+02
7.26           	back	4.83660541e+01	2.24952792e+03	4.07896824e+02
7.26           	bottom	1.13949216e+02	2.10032375e+03	1.11535336e+03
7.26           	top	0.00000000e+00	1.86190342e+02	2.24355871e+01
7.26           	front	4.67663669e+01	2.23235161e+03	4.05436320e+02
7.28           	left	8.34132156e+01	1.78721940e+03	4.47711007e+02
7.28           	right	4.69181077e+01	8.40523438e+02	2.03277542e+02
7.28           	stlSurface	1.01374559e+02	8.95051923e+02	4.02595428e+02
7.28           	back	4.81079976e+01	2.23189468e+03	4.06032123e+02
7.28           	bottom	1.12525196e+02	2.09180807e+03	1.11341463e+03
7.28           	top	0.00000000e+00	1.86190574e+02	2.29443304e+01
7.28           	front	4.66084104e+01	2.21493453e+03	4.03872994e+02
7.3            	left	8.27468634e+01	1.76991170e+03	4.44947490e+02
7.3            	right	4.67981391e+01	8.34546677e+02	2.02612673e+02
7.3            	stlSurface	1.00139311e+02	8.94888123e+02	4.01878866e+02
7.3            	back	4.78847860e+01	2.21443195e+03	4.05030796e+02
7.3            	bottom	1.11154078e+02	2.08228207e+03	1.11151042e+03
7.3            	top	0.00000000e+00	1.86236875e+02	2.29845523e+01
7.3            	front	4.64892336e+01	2.19897873e+03	4.02801511e+02
7.32           	left	8.20974099e+01	1.75325820e+03	4.42257881e+02
7.32           	right	4.67013583e+01	8.28610555e+02	2.02001699e+02
7.32           	stlSurface	9.89456863e+01	8.94477232e+02	4.01234697e+02
7.32           	back	4.77211099e+01	2.19765140e+03	4.03797768e+02
7.32           	bottom	1.09829161e+02	2.07393336e+03	1.10963778e+03
7.32           	top	0.00000000e+00	1.86324534e+02	2.34756212e+01
7.32           	front	4.63930916e+01	2.18253811e+03	4.01614901e+02
7.34           	left	8.14640479e+01	1.73716826e+03	4.39566314e+02
7.34           	right	4.66201940e+01	8.22729145e+02	2.01453631e+02
7.34           	stlSurface	9.77873628e+01	8.93975042e+02	4.00642060e+02
7.34           	back	4.76158193e+01	2.17908155e+03	4.02550212e+02
7.34           	bottom	1.08543428e+02	2.06446621e+03	1.10779722e+03
7.34           	top	0.00000000e+00	1.86439610e+02	2.34898648e+01
7.34           	front	4.63124631e+01	2.16398878e+03	4.00384215e+02
7.36           	left	8.08460359e+01	1.72154873e+03	4.36795293e+02
7.36           	right	4.65524320e+01	8.16927253e+02	2.00976130e+02
7.36           	stlSurface	9.66562436e+01	8.93668057e+02	4.00082634e+02
7.36           	back	4.75619335e+01	2.15793081e+03	4.01567145e+02
7.36           	bottom	1.07287892e+02	2.05395771e+03	1.10599306e+03
7.36           	top	0.00000000e+00	1.86567445e+02	2.39756831e+01
7.36           	front	4.62451484e+01	2.14288225e+03	3.99376278e+02
7.38           	left	8.02427143e+01	1.70703141e+03	4.33870547e+02
7.38           	right	4.64969897e+01	8.11226908e+02	2.00572059e+02
7.38           	stlSurface	9.55448900e+01	8.93141198e+02	3.99533556e+02
7.38           	back	4.75475648e+01	2.13579554e+03	4.00389787e+02
7.38           	bottom	1.06054296e+02	2.04248494e+03	1.10422385e+03
7.38           	top	0.00000000e+00	1.86696825e+02	2.39224757e+01
7.38           	front	4.61900721e+01	2.12294506e+03	3.98282298e+02
7.4            	left	7.96533082e+01	1.69426224e+03	4.30778392e+02
7.4            	right	4.64516956e+01	8.05642881e+02	2.00241632e+02
7.4            	stlSurface	9.44479721e+01	8.92298784e+02	3.98973453e+02
7.4            	back	4.75595937e+01	2.11693275e+03	3.98926559e+02
7.4            	bottom	1.04836723e+02	2.03010588e+03	1.10249175e+03
7.4            	top	0.00000000e+00	1.86821338e+02	2.43722810e+01
7.4            	front	4.61450770e+01	2.10413484e+03	3.96887494e+02
7.42           	left	7.90771507e+01	1.68176350e+03	4.27431892e+02
7.42           	right	4.64148764e+01	8.00183601e+02	1.99979149e+02
7.42           	stlSurface	9.33593279e+01	8.91042923e+02	3.98388764e+02
7.42           	back	4.75862600e+01	2.09782052e+03	3.97731149e+02
7.42           	bottom	1.03628334e+02	2.01744421e+03	1.10079943e+03
7.42           	top	0.00000000e+00	1.86935500e+02	2.42561531e+01
7.42           	front	4.61085008e+01	2.08540737e+03	3.95707296e+02
7.44           	left	7.84919674e+01	1.66947775e+03	4.23637308e+02
7.44           	right	4.63846202e+01	7.94849887e+02	1.99780076e+02
7.44           	stlSurface	9.22726577e+01	8.89342736e+02	3.97759929e+02
7.44           	back	4.76175507e+01	2.07964647e+03	3.96342001e+02
7.44           	bottom	1.02422136e+02	2.00539334e+03	1.09915186e+03
7.44           	top	0.00000000e+00	1.87027279e+02	2.46736770e+01
7.44           	front	4.60784443e+01	2.06765871e+03	3.94362968e+02
7.46           	left	7.79138227e+01	1.65737350e+03	4.19395702e+02
7.46           	right	4.63589904e+01	7.89631640e+02	1.99642863e+02
7.46           	stlSurface	9.11857967e+01	8.87233707e+02	3.97072776e+02
7.46           	back	4.76465311e+01	2.06241672e+03	3.94764844e+02
7.46           	bottom	1.01215727e+02	1.99345988e+03	1.09755986e+03
7.46           	top	0.00000000e+00	1.87080166e+02	2.44815187e+01
7.46           	front	4.60529837e+01	2.05089447e+03	3.92816053e+02
7.48           	left	7.73461969e+01	1.64543101e+03	4.14847548e+02
7.48           	right	4.63360946e+01	7.84527977e+02	1.99567377e+02
7.48           	stlSurface	9.01221495e+01	8.84774114e+02	3.96318279e+02
7.48           	back	4.76718156e+01	2.04618114e+03	3.93465949e+02
7.48           	bottom	1.00035084e+02	1.98161232e+03	1.09602956e+03
7.48           	top	0.00000000e+00	1.87084327e+02	2.47881179e+01
7.48           	front	4.60302390e+01	2.03517355e+03	3.91553552e+02
7.5            	left	7.67885627e+01	1.63363077e+03	4.10159233e+02
7.5            	right	4.63135797e+01	7.79531345e+02	1.99553378e+02
7.5            	stlSurface	8.90850514e+01	8.82452716e+02	3.95483553e+02
7.5            	back	4.76900903e+01	2.03166517e+03	3.92052867e+02
7.5            	bottom	9.88839111e+01	1.97089815e+03	1.09456580e+03
7.5            	top	0.00000000e+00	1.87020433e+02	2.46473791e+01
7.5            	front	4.60078727e+01	2.02139626e+03	3.90185410e+02
7.52           	left	7.62404195e+01	1.62195228e+03	4.06367062e+02
7.52           	right	4.62884963e+01	7.74628207e+02	1.99601457e+02
7.52           	stlSurface	8.80732908e+01	8.85307206e+02	3.94562339e+02
7.52           	back	4.76997424e+01	2.01908196e+03	3.90569832e+02
7.52           	bottom	9.77608624e+01	1.96036076e+03	1.09317169e+03
7.52           	top	0.00000000e+00	1.86928033e+02	2.43075577e+01
7.52           	front	4.59829549e+01	2.00945180e+03	3.88752413e+02
7.54           	left	7.57012983e+01	1.61036346e+03	4.03496294e+02
7.54           	right	4.62572033e+01	7.69797705e+02	1.99714573e+02
7.54           	stlSurface	8.70859799e+01	8.87368708e+02	3.93555644e+02
7.54           	back	4.77001938e+01	2.00764513e+03	3.89319601e+02
7.54           	bottom	9.66649527e+01	1.94980807e+03	1.09184928e+03
7.54           	top	0.00000000e+00	1.86807380e+02	2.47791290e+01
7.54           	front	4.59518684e+01	1.99860981e+03	3.87569184e+02
7.56           	left	7.51707900e+01	1.59883956e+03	4.00685080e+02
7.56           	right	4.62152187e+01	7.65007157e+02	1.99898702e+02
7.56           	stlSurface	8.61221229e+01	8.88792680e+02	3.92470607e+02
7.56           	back	4.76923646e+01	1.99707874e+03	3.88149630e+02
7.56           	bottom	9.55950768e+01	1.93984740e+03	1.09060206e+03
7.56           	top	0.00000000e+00	1.86624935e+02	2.43960719e+01
7.56           	front	4.59101610e+01	1.98866192e+03	3.86385247e+02
7.58           	left	7.46485224e+01	1.58736163e+03	3.97930081e+02
7.58           	right	4.61569080e+01	7.60205453e+02	2.00159656e+02
7.58           	stlSurface	8.51814157e+01	8.89372699e+02	3.91318454e+02
7.58           	back	4.76780229e+01	1.98713480e+03	3.86888262e+02
7.58           	bottom	9.45508971e+01	1.93014365e+03	1.08942812e+03
7.58           	top	0.00000000e+00	2.31363683e+02	2.50721433e+01
7.58           	front	4.58522351e+01	1.97926308e+03	3.85140190e+02
7.6            	left	7.41341816e+01	1.57592355e+03	3.95227305e+02
7.6            	right	4.60742521e+01	7.55321346e+02	2.00542079e+02
7.6            	stlSurface	8.42648458e+01	8.89149805e+02	3.90107117e+02
7.6            	back	4.76604748e+01	1.97650256e+03	3.85981664e+02
7.6            	bottom	9.35335097e+01	1.92039285e+03	1.08832780e+03
7.6            	top	0.00000000e+00	2.26733775e+02	2.47091932e+01
7.6            	front	4.57701248e+01	1.96882229e+03	3.84322031e+02
7.62           	left	7.36225866e+01	1.56452703e+03	3.92572485e+02
7.62           	right	4.59632198e+01	7.50359891e+02	2.01170295e+02
7.62           	stlSurface	8.33749941e+01	8.88185658e+02	3.88845400e+02
7.62           	back	4.76370088e+01	1.96624042e+03	3.84992382e+02
7.62           	bottom	9.25457792e+01	1.91115286e+03	1.08729546e+03
7.62           	top	0.00000000e+00	2.22710345e+02	2.42964075e+01
7.62           	front	4.56598255e+01	1.96000838e+03	3.83382978e+02
7.64           	left	7.30945598e+01	1.55418753e+03	3.89960284e+02
7.64           	right	4.58235186e+01	7.45524157e+02	2.02048625e+02
7.64           	stlSurface	8.25141695e+01	8.86566487e+02	3.87540269e+02
7.64           	back	4.76092097e+01	1.95637649e+03	3.83913712e+02
7.64           	bottom	9.15902686e+01	1.90200497e+03	1.08632549e+03
7.64           	top	0.00000000e+00	2.18872496e+02	2.47728345e+01
7.64           	front	4.55210464e+01	1.95023871e+03	3.82329304e+02
7.66           	left	7.25737917e+01	1.54407893e+03	3.87384632e+02
7.66           	right	4.56471677e+01	7.40810689e+02	2.03187358e+02
7.66           	stlSurface	8.16843150e+01	8.84361828e+02	3.86198137e+02
7.66           	back	4.75643176e+01	1.94521914e+03	3.83238049e+02
7.66           	bottom	9.06691348e+01	1.89289204e+03	1.08541447e+03
7.66           	top	0.00000000e+00	2.15186511e+02	2.43550889e+01
7.66           	front	4.53458595e+01	1.93901818e+03	3.81668509e+02
7.68           	left	7.20396959e+01	1.53370058e+03	3.84838956e+02
7.68           	right	4.54341277e+01	7.36208881e+02	2.04573470e+02
7.68           	stlSurface	8.08882309e+01	8.81607639e+02	3.84823295e+02
7.68           	back	4.74877190e+01	1.93256461e+03	3.82380228e+02
7.68           	bottom	8.97854859e+01	1.88422246e+03	1.08455633e+03
7.68           	top	0.00000000e+00	2.11660888e+02	2.39593009e+01
7.68           	front	4.51342258e+01	1.92613363e+03	3.80771908e+02
7.7            	left	7.15064518e+01	1.52303269e+03	3.82317113e+02
7.7            	right	4.51749024e+01	7.31795082e+02	2.06169139e+02
7.7            	stlSurface	8.01656080e+01	8.78356202e+02	3.83417167e+02
7.7            	back	4.73829532e+01	1.92018151e+03	3.81795369e+02
7.7            	bottom	8.89833785e+01	1.87550750e+03	1.08374138e+03
7.7            	top	0.00000000e+00	2.08310308e+02	2.43016354e+01
7.7            	front	4.48767116e+01	1.91533238e+03	3.80137649e+02
7.72           	left	7.09816997e+01	1.51204273e+03	3.79813663e+02
7.72           	right	4.48901820e+01	7.28049885e+02	2.07917082e+02
7.72           	stlSurface	7.95313449e+01	8.74712051e+02	3.81981032e+02
7.72           	back	4.72432383e+01	1.90806662e+03	3.81225738e+02
7.72           	bottom	8.82793500e+01	1.86697315e+03	1.08296109e+03
7.72           	top	0.00000000e+00	2.05141822e+02	2.41220741e+01
7.72           	front	4.45938706e+01	1.90281968e+03	3.79542543e+02
7.74           	left	7.04653933e+01	1.50070646e+03	3.77324357e+02
7.74           	right	4.46016265e+01	7.24858805e+02	2.09744334e+02
7.74           	stlSurface	7.89824432e+01	8.70794162e+02	3.80515149e+02
7.74           	back	4.70801957e+01	1.89401955e+03	3.80613326e+02
7.74           	bottom	8.76700722e+01	1.85867339e+03	1.08220503e+03
7.74           	top	0.00000000e+00	2.02156110e+02	2.38060680e+01
7.74           	front	4.43072198e+01	1.88819776e+03	3.78848924e+02
7.76           	left	6.99576047e+01	1.48901170e+03	3.74866716e+02
7.76           	right	4.43151220e+01	7.22155787e+02	2.11573189e+02
7.76           	stlSurface	7.85145864e+01	8.66703642e+02	3.79021687e+02
7.76           	back	4.69183464e+01	1.87866494e+03	3.80228530e+02
7.76           	bottom	8.71507537e+01	1.85035942e+03	1.08146489e+03
7.76           	top	0.00000000e+00	1.99351981e+02	2.35250503e+01
7.76           	front	4.40226064e+01	1.87473335e+03	3.78433839e+02
7.78           	left	6.94583994e+01	1.47699016e+03	3.72486061e+02
7.78           	right	4.40361321e+01	7.41289903e+02	2.13330194e+02
7.78           	stlSurface	7.81227906e+01	8.62528801e+02	3.77502234e+02
7.78           	back	4.67616299e+01	1.86502189e+03	3.79573190e+02
7.78           	bottom	8.67158626e+01	1.84213619e+03	1.08073049e+03
7.78           	top	0.00000000e+00	1.96726186e+02	2.33656823e+01
7.78           	front	4.37454581e+01	1.86037446e+03	3.77759703e+02
7.8            	left	6.89677286e+01	1.46472027e+03	3.70145270e+02
7.8            	right	4.37719919e+01	7.88691908e+02	2.14960212e+02
7.8            	stlSurface	7.78015365e+01	8.58334062e+02	3.75956961e+02
7.8            	back	4.66076319e+01	1.84922439e+03	3.79197399e+02
7.8            	bottom	8.63592723e+01	1.83879689e+03	1.07999310e+03
7.8            	top	0.00000000e+00	1.94270538e+02	2.35859036e+01
7.8            	front	4.34830615e+01	1.84367946e+03	3.77342382e+02
7.82           	left	6.84856797e+01	1.45221614e+03	3.67804779e+02
7.82           	right	4.35303803e+01	8.28858677e+02	2.16434295e+02
7.82           	stlSurface	7.75449648e+01	8.54189883e+02	3.74383353e+02
7.82           	back	4.64547241e+01	1.83145948e+03	3.78501028e+02
7.82           	bottom	8.60744792e+01	1.83614153e+03	1.07924386e+03
7.82           	top	0.00000000e+00	1.91976532e+02	2.34314455e+01
7.82           	front	4.32430447e+01	1.82805816e+03	3.76638644e+02
7.84           	left	6.80123927e+01	1.43951075e+03	3.65434596e+02
7.84           	right	4.33196072e+01	8.61638014e+02	2.17749886e+02
7.84           	stlSurface	7.73462817e+01	8.50169116e+02	3.72778040e+02
7.84           	back	4.63048795e+01	1.81612417e+03	3.78059337e+02
7.84           	bottom	8.58539420e+01	1.83386345e+03	1.07847310e+03
7.84           	top	0.00000000e+00	1.89834854e+02	2.32636419e+01
7.84           	front	4.30336628e+01	1.81162780e+03	3.76156122e+02
7.86           	left	6.75480037e+01	1.42687708e+03	3.62949076e+02
7.86           	right	4.31522098e+01	8.87434396e+02	2.18928654e+02
7.86           	stlSurface	7.71984434e+01	8.46331385e+02	3.71138897e+02
7.86           	back	4.61641445e+01	1.79984963e+03	3.77318887e+02
7.86           	bottom	8.56898424e+01	1.83182142e+03	1.07767135e+03
7.86           	top	0.00000000e+00	1.87835493e+02	2.30538648e+01
7.86           	front	4.28673704e+01	1.79391988e+03	3.75408940e+02
7.88           	left	6.70924870e+01	1.41447766e+03	3.60289247e+02
7.88           	right	4.30641860e+01	9.07111618e+02	2.20014407e+02
7.88           	stlSurface	7.70946746e+01	8.42712873e+02	3.69465362e+02
7.88           	back	4.60388548e+01	1.78281722e+03	3.76811036e+02
7.88           	bottom	8.55746596e+01	1.82987922e+03	1.07683045e+03
7.88           	top	0.00000000e+00	1.85968289e+02	2.28265174e+01
7.88           	front	4.27799276e+01	1.77633651e+03	3.74905041e+02
7.9            	left	6.66458462e+01	1.40225049e+03	3.57941667e+02
7.9            	right	4.30983554e+01	9.21845594e+02	2.21065388e+02
7.9            	stlSurface	7.70218570e+01	8.39332806e+02	3.67756667e+02
7.9            	back	4.59483950e+01	1.76547633e+03	3.76077361e+02
7.9            	bottom	8.54938677e+01	1.82840132e+03	1.07593912e+03
7.9            	top	0.00000000e+00	1.84217804e+02	2.27816780e+01
7.9            	front	4.28138715e+01	1.76023504e+03	3.74183428e+02
7.92           	left	6.62080633e+01	1.39013382e+03	3.55637421e+02
7.92           	right	4.32877557e+01	9.32968093e+02	2.22146074e+02
7.92           	stlSurface	7.69766656e+01	8.36186508e+02	3.66011682e+02
7.92           	back	4.59573274e+01	1.75008821e+03	3.75692069e+02
7.92           	bottom	8.54437055e+01	1.82747798e+03	1.07498989e+03
7.92           	top	0.00000000e+00	1.82562411e+02	2.26020395e+01
7.92           	front	4.30020216e+01	1.74340817e+03	3.73789445e+02
7.94           	left	6.57791116e+01	1.37806675e+03	3.53370262e+02
7.94           	right	4.36735947e+01	9.41808796e+02	2.23320697e+02
7.94           	stlSurface	7.69560969e+01	8.33236220e+02	3.64230019e+02
7.94           	back	4.60998581e+01	1.73406932e+03	3.75092870e+02
7.94           	bottom	8.54208743e+01	1.82647918e+03	1.07397124e+03
7.94           	top	0.00000000e+00	1.80991751e+02	2.24457372e+01
7.94           	front	4.33853138e+01	1.72600605e+03	3.73175229e+02
7.96           	left	6.53589065e+01	1.36598770e+03	3.51141047e+02
7.96           	right	4.55188929e+01	9.49697524e+02	2.24722470e+02
7.96           	stlSurface	7.69531243e+01	8.30421170e+02	3.62411485e+02
7.96           	back	4.75580616e+01	1.71759221e+03	3.74852337e+02
7.96           	bottom	8.54175747e+01	1.82527320e+03	1.07287535e+03
7.96           	top	0.00000000e+00	1.79498398e+02	2.23665179e+01
7.96           	front	4.52185662e+01	1.70925731e+03	3.72960813e+02
7.98           	left	6.49472934e+01	1.35505491e+03	3.48949498e+02
7.98           	right	4.56281251e+01	9.57679635e+02	2.37015933e+02
7.98           	stlSurface	7.69610100e+01	8.27681025e+02	3.60558973e+02
7.98           	back	4.77097143e+01	1.70125339e+03	3.74655290e+02
7.98           	bottom	8.54263279e+01	1.82373890e+03	1.07168897e+03
7.98           	top	0.00000000e+00	1.78072440e+02	2.24219659e+01
7.98           	front	4.53270778e+01	1.69362585e+03	3.72767155e+02
8              	left	6.45440966e+01	1.34630481e+03	3.46794153e+02
8              	right	4.58983132e+01	9.67619849e+02	2.57054341e+02
8              	stlSurface	7.69737506e+01	8.24979063e+02	3.58681137e+02
8              	back	4.79337414e+01	1.68655820e+03	3.74231437e+02
8              	bottom	8.54404699e+01	1.82176937e+03	1.07040348e+03
8              	top	0.00000000e+00	1.76707746e+02	2.27241259e+01
