# y+ ()        
# Time         	patch          	min            	max            	average        
4.06           	right	1.44437994e+02	3.02530102e+03	1.00359996e+03
4.06           	stlSurface	1.40799324e+02	1.43711237e+03	5.39114583e+02
4.06           	back	7.84296889e+01	3.98140873e+03	5.97304309e+02
4.06           	bottom	1.54736587e+02	2.59643282e+03	1.64945949e+03
4.06           	top	0.00000000e+00	3.66098107e+02	4.66369882e+01
4.06           	front	7.79313982e+01	4.01408957e+03	5.98014454e+02
4.08           	left	7.76067626e+01	1.45404571e+03	3.37108407e+02
4.08           	right	1.42905130e+02	2.96138792e+03	9.88679415e+02
4.08           	stlSurface	1.40573585e+02	1.45538660e+03	5.41699414e+02
4.08           	back	7.77827501e+01	3.90066149e+03	5.97076571e+02
4.08           	bottom	1.54488502e+02	2.59263817e+03	1.64025705e+03
4.08           	top	0.00000000e+00	3.86147723e+02	4.54541297e+01
4.08           	front	7.73613696e+01	3.96036692e+03	5.97595135e+02
4.1            	left	7.70463710e+01	1.44873285e+03	3.34859088e+02
4.1            	right	1.41426675e+02	2.89842214e+03	9.74279297e+02
4.1            	stlSurface	1.40348461e+02	1.45931120e+03	5.44441457e+02
4.1            	back	7.71482103e+01	3.74968707e+03	5.96076429e+02
4.1            	bottom	1.54241094e+02	2.58690940e+03	1.63123820e+03
4.1            	top	0.00000000e+00	3.60318947e+02	4.69931450e+01
4.1            	front	7.68027499e+01	3.84602642e+03	5.96179155e+02
4.12           	left	7.64971675e+01	1.44258110e+03	3.32637214e+02
4.12           	right	1.39995085e+02	2.83624612e+03	9.60358289e+02
4.12           	stlSurface	1.40097454e+02	1.45363880e+03	5.47166833e+02
4.12           	back	7.65258435e+01	3.62375066e+03	5.91967788e+02
4.12           	bottom	1.53965240e+02	2.57954636e+03	1.62240859e+03
4.12           	top	0.00000000e+00	3.76692980e+02	4.57321331e+01
4.12           	front	7.62552831e+01	3.68714951e+03	5.92213753e+02
4.14           	left	7.59589585e+01	1.43553159e+03	3.30440071e+02
4.14           	right	1.38602968e+02	2.77506855e+03	9.46857857e+02
4.14           	stlSurface	1.39800694e+02	1.44641332e+03	5.49823594e+02
4.14           	back	7.59154873e+01	3.64219717e+03	5.88994594e+02
4.14           	bottom	1.53639105e+02	2.57076934e+03	1.61377425e+03
4.14           	top	0.00000000e+00	3.46044762e+02	4.58021990e+01
4.14           	front	7.57187759e+01	3.64472042e+03	5.89785378e+02
4.16           	left	7.54314951e+01	1.42757310e+03	3.28266184e+02
4.16           	right	1.37245225e+02	2.71367415e+03	9.33723178e+02
4.16           	stlSurface	1.39444050e+02	1.44396653e+03	5.52322068e+02
4.16           	back	7.53169806e+01	3.65381060e+03	5.85002896e+02
4.16           	bottom	1.53247158e+02	2.56086429e+03	1.60534040e+03
4.16           	top	0.00000000e+00	3.44980754e+02	4.57727575e+01
4.16           	front	7.51929803e+01	3.65553959e+03	5.86524172e+02
4.18           	left	7.49145747e+01	1.41872058e+03	3.26114702e+02
4.18           	right	1.35917662e+02	2.65183888e+03	9.20890845e+02
4.18           	stlSurface	1.39018342e+02	1.44646593e+03	5.54522920e+02
4.18           	back	7.47302356e+01	3.66090802e+03	5.80491546e+02
4.18           	bottom	1.52779311e+02	2.55010640e+03	1.59711527e+03
4.18           	top	0.00000000e+00	3.22575363e+02	4.45317636e+01
4.18           	front	7.46776944e+01	3.66248675e+03	5.81867665e+02
4.2            	left	7.43808444e+01	1.40901285e+03	3.23985331e+02
4.2            	right	1.34616838e+02	2.58927869e+03	9.08274898e+02
4.2            	stlSurface	1.38354574e+02	1.45274787e+03	5.56335300e+02
4.2            	back	7.41550367e+01	3.66310673e+03	5.80112785e+02
4.2            	bottom	1.52049896e+02	2.53877602e+03	1.58910912e+03
4.2            	top	0.00000000e+00	3.04931245e+02	4.54069204e+01
4.2            	front	7.41726823e+01	3.66541449e+03	5.79493820e+02
4.22           	left	7.38153101e+01	1.39851144e+03	3.21877511e+02
4.22           	right	1.33339176e+02	2.54852251e+03	8.95743598e+02
4.22           	stlSurface	1.37562829e+02	1.46197887e+03	5.57854096e+02
4.22           	back	7.35912192e+01	3.66785142e+03	5.78904907e+02
4.22           	bottom	1.51179779e+02	2.52707769e+03	1.58132857e+03
4.22           	top	0.00000000e+00	2.90658168e+02	4.39596116e+01
4.22           	front	7.36777607e+01	3.67501237e+03	5.78319803e+02
4.24           	left	7.32609744e+01	1.38730234e+03	3.19790667e+02
4.24           	right	1.32082204e+02	2.50897247e+03	8.83117903e+02
4.24           	stlSurface	1.36716275e+02	1.46518373e+03	5.59122913e+02
4.24           	back	7.30385663e+01	3.67487828e+03	5.79333299e+02
4.24           	bottom	1.50249427e+02	2.51520426e+03	1.57378832e+03
4.24           	top	0.00000000e+00	2.78825885e+02	4.47345134e+01
4.24           	front	7.31927162e+01	3.68143873e+03	5.78729694e+02
4.26           	left	7.27176559e+01	1.37548817e+03	3.17724581e+02
4.26           	right	1.30843845e+02	2.47054533e+03	8.70164328e+02
4.26           	stlSurface	1.35816705e+02	1.46383359e+03	5.60166639e+02
4.26           	back	7.24968973e+01	3.68049414e+03	5.77602716e+02
4.26           	bottom	1.49260811e+02	2.50652427e+03	1.56649923e+03
4.26           	top	0.00000000e+00	2.68780106e+02	4.34832593e+01
4.26           	front	7.27173664e+01	3.68689626e+03	5.76988642e+02
4.28           	left	7.21851709e+01	1.36318329e+03	3.15679993e+02
4.28           	right	1.29623198e+02	2.43317491e+03	8.56541767e+02
4.28           	stlSurface	1.34890610e+02	1.45667006e+03	5.61077638e+02
4.28           	back	7.19660289e+01	3.68745019e+03	5.77704718e+02
4.28           	bottom	1.48243045e+02	2.49821621e+03	1.55947385e+03
4.28           	top	0.00000000e+00	2.60121095e+02	4.39321520e+01
4.28           	front	7.22314856e+01	3.69427235e+03	5.77291494e+02
4.3            	left	7.16634019e+01	1.35189361e+03	3.13656347e+02
4.3            	right	1.28419126e+02	2.39679452e+03	8.41729152e+02
4.3            	stlSurface	1.34339072e+02	1.44610743e+03	5.61730158e+02
4.3            	back	7.14458438e+01	3.69691343e+03	5.76287300e+02
4.3            	bottom	1.47636911e+02	2.48970202e+03	1.55273178e+03
4.3            	top	0.00000000e+00	2.52518039e+02	4.31921805e+01
4.3            	front	7.17314438e+01	3.70538731e+03	5.76575292e+02
4.32           	left	7.11521493e+01	1.34152023e+03	3.11652108e+02
4.32           	right	1.27231596e+02	2.36134539e+03	8.25713905e+02
4.32           	stlSurface	1.34023747e+02	1.43394738e+03	5.61618281e+02
4.32           	back	7.09361433e+01	3.71282248e+03	5.75746994e+02
4.32           	bottom	1.47290317e+02	2.48112407e+03	1.54628276e+03
4.32           	top	0.00000000e+00	2.46049040e+02	4.31119191e+01
4.32           	front	7.12409472e+01	3.72319313e+03	5.76204035e+02
4.34           	left	7.06513015e+01	1.33072048e+03	3.09664227e+02
4.34           	right	1.26015893e+02	2.32679602e+03	8.09538128e+02
4.34           	stlSurface	1.33072205e+02	1.43307791e+03	5.60548818e+02
4.34           	back	7.04368160e+01	3.73594199e+03	5.76093364e+02
4.34           	bottom	1.46244585e+02	2.47259295e+03	1.54014747e+03
4.34           	top	0.00000000e+00	2.40681871e+02	4.26898762e+01
4.34           	front	7.07599242e+01	3.74994927e+03	5.76002130e+02
4.36           	left	7.01607023e+01	1.31953186e+03	3.07690424e+02
4.36           	right	1.24762759e+02	2.29317026e+03	7.92405167e+02
4.36           	stlSurface	1.32081638e+02	1.43945782e+03	5.58400824e+02
4.36           	back	6.99477062e+01	3.76183133e+03	5.76387349e+02
4.36           	bottom	1.45155965e+02	2.46419438e+03	1.53433978e+03
4.36           	top	0.00000000e+00	2.35735366e+02	4.18435524e+01
4.36           	front	7.02882172e+01	3.78299794e+03	5.76001181e+02
4.38           	left	6.96802459e+01	1.30798387e+03	3.05726833e+02
4.38           	right	1.23534944e+02	2.26053408e+03	7.71141648e+02
4.38           	stlSurface	4.67000524e+01	1.43680161e+03	5.55068068e+02
4.38           	back	6.94687083e+01	3.79014774e+03	5.77419195e+02
4.38           	bottom	1.44033431e+02	2.45598786e+03	1.52886464e+03
4.38           	top	0.00000000e+00	2.31143915e+02	4.19347873e+01
4.38           	front	6.98257756e+01	3.81743044e+03	5.77041267e+02
4.4            	left	6.92097276e+01	1.29609619e+03	3.03769099e+02
4.4            	right	1.22331543e+02	2.22900034e+03	7.41750278e+02
4.4            	stlSurface	4.53682937e+01	1.43122746e+03	5.51226583e+02
4.4            	back	6.89996185e+01	3.82270146e+03	5.77169384e+02
4.4            	bottom	1.42958807e+02	2.44803696e+03	1.52373790e+03
4.4            	top	0.00000000e+00	2.26865128e+02	4.03059793e+01
4.4            	front	6.93724398e+01	3.85133769e+03	5.76589964e+02
4.42           	left	6.87490963e+01	1.28387908e+03	3.01811478e+02
4.42           	right	1.21151382e+02	2.19860791e+03	7.23251417e+02
4.42           	stlSurface	4.46385908e+01	1.41711461e+03	5.46483445e+02
4.42           	back	6.85403856e+01	3.86091503e+03	5.77903737e+02
4.42           	bottom	1.42219354e+02	2.45912863e+03	1.51896124e+03
4.42           	top	0.00000000e+00	2.22866474e+02	4.03821976e+01
4.42           	front	6.89281146e+01	3.88714069e+03	5.77190084e+02
4.44           	left	6.82981953e+01	1.27134884e+03	2.99847613e+02
4.44           	right	1.19993266e+02	2.16875669e+03	7.06979616e+02
4.44           	stlSurface	4.44676065e+01	1.39715924e+03	5.40872212e+02
4.44           	back	6.80908534e+01	3.89810366e+03	5.78213744e+02
4.44           	bottom	1.40807777e+02	2.47246646e+03	1.51453778e+03
4.44           	top	0.00000000e+00	2.19134584e+02	3.99325157e+01
4.44           	front	6.84926845e+01	3.91965040e+03	5.77392095e+02
4.46           	left	6.78569033e+01	1.25850131e+03	2.97870194e+02
4.46           	right	1.18855887e+02	2.13928785e+03	6.97125679e+02
4.46           	stlSurface	1.26096253e+02	1.36879728e+03	5.34799425e+02
4.46           	back	6.76509011e+01	3.92449314e+03	5.78779199e+02
4.46           	bottom	1.39319605e+02	2.48727262e+03	1.51046828e+03
4.46           	top	0.00000000e+00	2.15649019e+02	3.84793384e+01
4.46           	front	6.80660944e+01	3.94444167e+03	5.77959387e+02
4.48           	left	6.74251860e+01	1.24532888e+03	2.95871430e+02
4.48           	right	1.17738040e+02	2.11049955e+03	6.87508479e+02
4.48           	stlSurface	1.24774751e+02	1.33158263e+03	5.28592590e+02
4.48           	back	6.72204944e+01	3.95381482e+03	5.78823683e+02
4.48           	bottom	1.37859520e+02	2.50129783e+03	1.50674772e+03
4.48           	top	0.00000000e+00	2.12371574e+02	3.84752235e+01
4.48           	front	6.76482519e+01	3.96906869e+03	5.78060500e+02
4.5            	left	6.70030400e+01	1.23182368e+03	2.93842194e+02
4.5            	right	1.16638721e+02	2.09032298e+03	6.80878396e+02
4.5            	stlSurface	1.23484963e+02	1.32901020e+03	5.21971124e+02
4.5            	back	6.67996300e+01	3.95434105e+03	5.79096569e+02
4.5            	bottom	1.36434476e+02	2.51873654e+03	1.50337062e+03
4.5            	top	0.00000000e+00	2.09269792e+02	3.76630711e+01
4.5            	front	6.72391353e+01	3.96574299e+03	5.78444224e+02
4.52           	left	6.65903419e+01	1.21797498e+03	2.91772890e+02
4.52           	right	1.15557276e+02	2.08854667e+03	6.74430614e+02
4.52           	stlSurface	1.22231307e+02	1.32782861e+03	5.15078097e+02
4.52           	back	6.63881848e+01	3.95017015e+03	5.78708592e+02
4.52           	bottom	1.35049353e+02	2.53445218e+03	1.50032497e+03
4.52           	top	0.00000000e+00	2.06312850e+02	3.68252254e+01
4.52           	front	6.68386698e+01	3.95987800e+03	5.77760724e+02
4.54           	left	6.61869912e+01	1.20376989e+03	2.89653223e+02
4.54           	right	1.14493180e+02	2.08824693e+03	6.68084894e+02
4.54           	stlSurface	1.21016722e+02	1.32359413e+03	5.08091144e+02
4.54           	back	6.59860586e+01	3.90869898e+03	5.78415045e+02
4.54           	bottom	1.33707397e+02	2.55205024e+03	1.49760092e+03
4.54           	top	0.00000000e+00	2.03492875e+02	3.63944083e+01
4.54           	front	6.64468082e+01	3.91605607e+03	5.77500162e+02
4.56           	left	6.57929089e+01	1.18919330e+03	2.87472429e+02
4.56           	right	1.13445933e+02	2.08916197e+03	6.61788823e+02
4.56           	stlSurface	1.19842981e+02	1.31753349e+03	5.01126825e+02
4.56           	back	6.55931727e+01	3.83975512e+03	5.77779300e+02
4.56           	bottom	1.32410570e+02	2.56876536e+03	1.49518061e+03
4.56           	top	0.00000000e+00	2.00788473e+02	3.50506833e+01
4.56           	front	6.60635512e+01	3.84600580e+03	5.76585353e+02
4.58           	left	6.54079238e+01	1.17422779e+03	2.85220168e+02
4.58           	right	1.12415178e+02	2.09091014e+03	6.55506128e+02
4.58           	stlSurface	1.18710382e+02	1.31083835e+03	4.94306511e+02
4.58           	back	6.52093563e+01	3.70443229e+03	5.76039344e+02
4.58           	bottom	1.31159199e+02	2.58606358e+03	1.49305007e+03
4.58           	top	0.00000000e+00	2.01760698e+02	3.55334956e+01
4.58           	front	6.56887730e+01	3.71089218e+03	5.74943514e+02
4.6            	left	6.50321063e+01	1.15885405e+03	2.82889730e+02
4.6            	right	1.11400483e+02	2.09300011e+03	6.49259164e+02
4.6            	stlSurface	1.17618387e+02	1.30474472e+03	4.87720325e+02
4.6            	back	6.48346797e+01	3.53835952e+03	5.74913784e+02
4.6            	bottom	1.29952689e+02	2.60338315e+03	1.49119096e+03
4.6            	top	0.00000000e+00	2.28376447e+02	3.45672438e+01
4.6            	front	6.53226218e+01	3.54744502e+03	5.73530816e+02
4.62           	left	6.46652682e+01	1.14298840e+03	2.80479098e+02
4.62           	right	1.10397059e+02	2.09491434e+03	6.43055928e+02
4.62           	stlSurface	1.02809429e+02	1.29846886e+03	4.81406828e+02
4.62           	back	6.44689553e+01	3.56795502e+03	5.71557924e+02
4.62           	bottom	1.28789842e+02	2.61997720e+03	1.48958428e+03
4.62           	top	0.00000000e+00	2.17210386e+02	3.45596881e+01
4.62           	front	6.49649832e+01	3.57526239e+03	5.69895022e+02
4.64           	left	6.43074129e+01	1.12654922e+03	2.77984292e+02
4.64           	right	1.08857768e+02	2.09605939e+03	6.37035074e+02
4.64           	stlSurface	4.42674986e+01	1.28896111e+03	4.75550825e+02
4.64           	back	6.41121864e+01	3.59073190e+03	5.67632117e+02
4.64           	bottom	1.27669476e+02	2.63772642e+03	1.48821625e+03
4.64           	top	0.00000000e+00	2.08683157e+02	3.41446217e+01
4.64           	front	6.46159698e+01	3.59600559e+03	5.65613678e+02
4.66           	left	6.39584363e+01	1.10943378e+03	2.75403570e+02
4.66           	right	1.07418621e+02	2.09573611e+03	6.31095493e+02
4.66           	stlSurface	6.15768302e+01	1.27673387e+03	4.69994735e+02
4.66           	back	6.37642692e+01	3.60742925e+03	5.64633180e+02
4.66           	bottom	1.26590486e+02	2.65326366e+03	1.48706951e+03
4.66           	top	0.00000000e+00	2.01980448e+02	3.38416150e+01
4.66           	front	6.42755846e+01	3.61142113e+03	5.62575492e+02
4.68           	left	6.36183999e+01	1.09149975e+03	2.72719225e+02
4.68           	right	1.06105276e+02	2.09329535e+03	6.25140777e+02
4.68           	stlSurface	4.60080425e+01	1.26374289e+03	4.64538139e+02
4.68           	back	6.34252652e+01	3.62400370e+03	5.63657538e+02
4.68           	bottom	1.25551482e+02	2.67103092e+03	1.48612926e+03
4.68           	top	0.00000000e+00	1.96517729e+02	3.34622965e+01
4.68           	front	6.39440028e+01	3.62646533e+03	5.61346772e+02
4.7            	left	6.32873678e+01	1.07255885e+03	2.69917574e+02
4.7            	right	1.04922654e+02	2.09254693e+03	6.19351418e+02
4.7            	stlSurface	4.64650377e+01	1.25755803e+03	4.59269178e+02
4.7            	back	6.30952380e+01	3.63188501e+03	5.64760948e+02
4.7            	bottom	1.24551387e+02	2.68525023e+03	1.48538508e+03
4.7            	top	0.00000000e+00	1.91894650e+02	3.28794448e+01
4.7            	front	6.36214574e+01	3.63317796e+03	5.62299427e+02
4.72           	left	6.29653925e+01	1.05234636e+03	2.67043491e+02
4.72           	right	1.03875781e+02	2.09075833e+03	6.13805797e+02
4.72           	stlSurface	4.46432570e+01	1.24686642e+03	4.54115513e+02
4.72           	back	6.27742402e+01	3.63312928e+03	5.64361845e+02
4.72           	bottom	1.23590703e+02	2.70247300e+03	1.48482600e+03
4.72           	top	0.00000000e+00	2.09764721e+02	3.30965074e+01
4.72           	front	6.33080023e+01	3.63376234e+03	5.61634161e+02
4.74           	left	6.26524818e+01	1.04507858e+03	2.64085765e+02
4.74           	right	1.02944116e+02	2.08470528e+03	6.08294271e+02
4.74           	stlSurface	1.11033911e+02	1.23102398e+03	4.49392784e+02
4.74           	back	6.24622794e+01	3.63015297e+03	5.65085561e+02
4.74           	bottom	1.22677717e+02	2.71583852e+03	1.48444375e+03
4.74           	top	0.00000000e+00	1.98809434e+02	3.28465081e+01
4.74           	front	6.30037400e+01	3.63070354e+03	5.62131759e+02
4.76           	left	6.23487265e+01	1.04004821e+03	2.60988593e+02
4.76           	right	1.02107336e+02	2.07220116e+03	6.02809341e+02
4.76           	stlSurface	1.10262906e+02	1.21006103e+03	4.44489338e+02
4.76           	back	6.21594462e+01	3.62568577e+03	5.65102424e+02
4.76           	bottom	1.21825860e+02	2.73129329e+03	1.48423250e+03
4.76           	top	0.00000000e+00	1.91166247e+02	3.18084662e+01
4.76           	front	6.27089042e+01	3.62548128e+03	5.61963455e+02
4.78           	left	6.20542835e+01	1.03538470e+03	2.57597104e+02
4.78           	right	1.01354431e+02	2.05184163e+03	5.97334855e+02
4.78           	stlSurface	3.45057626e+01	1.18914223e+03	4.39324049e+02
4.78           	back	6.18658972e+01	3.62054625e+03	5.64439708e+02
4.78           	bottom	1.21048848e+02	2.74348024e+03	1.48418249e+03
4.78           	top	0.00000000e+00	1.85360540e+02	3.08213093e+01
4.78           	front	6.24237954e+01	3.62040204e+03	5.61118885e+02
4.8            	left	6.17691597e+01	1.03078705e+03	2.53839426e+02
4.8            	right	1.00690061e+02	2.02229836e+03	5.91849494e+02
4.8            	stlSurface	9.24299253e+01	1.16658460e+03	4.34241967e+02
4.8            	back	6.15816389e+01	3.61570623e+03	5.64020125e+02
4.8            	bottom	1.20361277e+02	2.75696139e+03	1.48428796e+03
4.8            	top	0.00000000e+00	1.80612370e+02	2.91717185e+01
4.8            	front	6.21486378e+01	3.61668855e+03	5.60519190e+02
4.82           	left	6.14934193e+01	1.02625651e+03	2.49936607e+02
4.82           	right	1.00116727e+02	1.98220681e+03	5.86331176e+02
4.82           	stlSurface	1.08462869e+02	1.14143214e+03	4.29193548e+02
4.82           	back	6.13067356e+01	3.61527822e+03	5.61370225e+02
4.82           	bottom	1.19837058e+02	2.76808927e+03	1.48454766e+03
4.82           	top	0.00000000e+00	1.76602131e+02	2.72805407e+01
4.82           	front	6.18836719e+01	3.61824237e+03	5.57417624e+02
4.84           	left	6.12272652e+01	1.02178839e+03	2.46015498e+02
4.84           	right	9.96843627e+01	1.93124637e+03	5.80759321e+02
4.84           	stlSurface	1.08355478e+02	1.11248713e+03	4.24058925e+02
4.84           	back	6.10413895e+01	3.62404390e+03	5.59101698e+02
4.84           	bottom	1.19718406e+02	2.77960220e+03	1.48495894e+03
4.84           	top	0.00000000e+00	1.73092666e+02	2.78571703e+01
4.84           	front	6.16292092e+01	3.62861658e+03	5.55703625e+02
4.86           	left	6.09709869e+01	1.01737782e+03	2.41913429e+02
4.86           	right	9.93901263e+01	1.87861463e+03	5.75112800e+02
4.86           	stlSurface	1.08674475e+02	1.08791052e+03	4.18653391e+02
4.86           	back	6.07858892e+01	3.63889742e+03	5.57316908e+02
4.86           	bottom	1.20070855e+02	2.79015703e+03	1.48552260e+03
4.86           	top	0.00000000e+00	1.69943166e+02	2.80272416e+01
4.86           	front	6.13856221e+01	3.64359958e+03	5.54209397e+02
4.88           	left	6.07246001e+01	1.01301739e+03	2.37745998e+02
4.88           	right	9.87708041e+01	1.83282235e+03	5.69371710e+02
4.88           	stlSurface	3.95806313e+01	1.09406674e+03	4.12899121e+02
4.88           	back	6.05402504e+01	3.65062907e+03	5.55975803e+02
4.88           	bottom	1.20956164e+02	2.79966482e+03	1.48624311e+03
4.88           	top	0.00000000e+00	1.67076203e+02	2.82074355e+01
4.88           	front	6.11531098e+01	3.65078116e+03	5.52879960e+02
4.9            	left	6.04886206e+01	1.00871705e+03	2.33033540e+02
4.9            	right	9.79715538e+01	1.77871428e+03	5.63503364e+02
4.9            	stlSurface	3.48548581e+01	1.10273233e+03	4.07121669e+02
4.9            	back	6.03049873e+01	3.66567312e+03	5.55068997e+02
4.9            	bottom	1.21728744e+02	2.81048356e+03	1.48711999e+03
4.9            	top	0.00000000e+00	1.64579225e+02	2.90250252e+01
4.9            	front	6.09322239e+01	3.66593742e+03	5.51855549e+02
4.92           	left	6.02631110e+01	1.00450413e+03	2.27770233e+02
4.92           	right	9.71843905e+01	1.71856571e+03	5.57463512e+02
4.92           	stlSurface	3.39967664e+01	1.12115562e+03	4.02570640e+02
4.92           	back	6.00801623e+01	3.68592704e+03	5.53914572e+02
4.92           	bottom	1.23282958e+02	2.81923290e+03	1.48815817e+03
4.92           	top	0.00000000e+00	1.62790094e+02	2.92350310e+01
4.92           	front	6.05874565e+01	3.67684436e+03	5.50659993e+02
4.94           	left	6.00483550e+01	1.00041046e+03	2.21071909e+02
4.94           	right	9.64090755e+01	1.67119430e+03	5.51178633e+02
4.94           	stlSurface	4.91672662e+01	1.14500819e+03	3.99365509e+02
4.94           	back	5.98660583e+01	3.69634210e+03	5.52528636e+02
4.94           	bottom	1.25849699e+02	2.82985119e+03	1.48935786e+03
4.94           	top	0.00000000e+00	1.61035452e+02	2.94167616e+01
4.94           	front	6.01797853e+01	3.68253607e+03	5.48956977e+02
4.96           	left	5.98447164e+01	9.96498724e+02	2.14046438e+02
4.96           	right	9.56453537e+01	1.64665528e+03	5.44515492e+02
4.96           	stlSurface	1.17000135e+02	1.16899887e+03	3.96464810e+02
4.96           	back	5.96630379e+01	3.71634113e+03	5.50849388e+02
4.96           	bottom	1.29525984e+02	2.84034002e+03	1.49072007e+03
4.96           	top	0.00000000e+00	1.59303957e+02	2.99195069e+01
4.96           	front	5.97924920e+01	3.69754767e+03	5.46915635e+02
4.98           	left	5.95408360e+01	9.93264395e+02	2.10184956e+02
4.98           	right	9.48930646e+01	1.62294243e+03	5.37240196e+02
4.98           	stlSurface	1.18429010e+02	1.18245548e+03	3.94092983e+02
4.98           	back	5.94711927e+01	3.72902128e+03	5.47509401e+02
4.98           	bottom	1.31440597e+02	2.84942922e+03	1.49224181e+03
4.98           	top	0.00000000e+00	1.57616765e+02	2.97987522e+01
4.98           	front	5.94255799e+01	3.70378216e+03	5.42709223e+02
5              	left	5.91945246e+01	9.90713408e+02	2.07643756e+02
5              	right	9.41521264e+01	1.60952068e+03	5.28900682e+02
5              	stlSurface	5.17281660e+01	1.18222903e+03	3.92971055e+02
5              	back	5.92909734e+01	3.73641467e+03	5.42242638e+02
5              	bottom	1.33577179e+02	2.86083239e+03	1.49390665e+03
5              	top	0.00000000e+00	1.55984271e+02	3.03192855e+01
5              	front	5.90799389e+01	3.71825366e+03	5.37633554e+02
5.02           	left	5.88709142e+01	9.88398795e+02	2.05821860e+02
5.02           	right	9.34224388e+01	1.59609878e+03	5.18566717e+02
5.02           	stlSurface	4.33755389e+01	1.16750267e+03	3.94456168e+02
5.02           	back	5.91223097e+01	3.75524887e+03	5.37581096e+02
5.02           	bottom	1.36251895e+02	2.87157032e+03	1.49568711e+03
5.02           	top	0.00000000e+00	1.54377527e+02	3.05531130e+01
5.02           	front	5.87569548e+01	3.75389582e+03	5.34116292e+02
5.04           	left	5.85712630e+01	9.86131756e+02	2.04820345e+02
5.04           	right	9.27038798e+01	1.58269059e+03	5.06824110e+02
5.04           	stlSurface	4.25578790e+01	1.14719658e+03	3.99729282e+02
5.04           	back	5.88138339e+01	3.77376996e+03	5.33020361e+02
5.04           	bottom	1.39370789e+02	2.88034764e+03	1.49753307e+03
5.04           	top	0.00000000e+00	1.52793524e+02	3.06691737e+01
5.04           	front	5.84578837e+01	3.78186769e+03	5.30803656e+02
5.06           	left	5.82962579e+01	9.83826760e+02	2.03850403e+02
5.06           	right	9.19964787e+01	1.56931617e+03	4.94862097e+02
5.06           	stlSurface	4.00955694e+01	1.12835619e+03	4.10463866e+02
5.06           	back	5.85346352e+01	3.78677225e+03	5.31007606e+02
5.06           	bottom	1.42757765e+02	2.89168036e+03	1.49938253e+03
5.06           	top	0.00000000e+00	1.51121266e+02	3.09881607e+01
5.06           	front	5.81834110e+01	3.79557599e+03	5.29273433e+02
5.08           	left	5.80466305e+01	9.81468385e+02	2.02908682e+02
5.08           	right	9.13005027e+01	1.55599695e+03	4.85623179e+02
5.08           	stlSurface	1.31719189e+02	1.10937742e+03	4.28528382e+02
5.08           	back	5.82885478e+01	3.80984740e+03	5.29422106e+02
5.08           	bottom	1.46190945e+02	2.90107616e+03	1.50115965e+03
5.08           	top	0.00000000e+00	1.49621432e+02	3.11555448e+01
5.08           	front	5.79342668e+01	3.82379472e+03	5.27217611e+02
5.1            	left	5.78256797e+01	9.80289449e+02	2.01994623e+02
5.1            	right	9.06156026e+01	1.54307626e+03	4.77230506e+02
5.1            	stlSurface	1.34654248e+02	1.14090583e+03	4.52413378e+02
5.1            	back	5.80805191e+01	3.82448490e+03	5.28717546e+02
5.1            	bottom	1.49448474e+02	2.90864017e+03	1.50279725e+03
5.1            	top	0.00000000e+00	1.48510585e+02	3.13407915e+01
5.1            	front	5.77137437e+01	3.83402054e+03	5.25925838e+02
5.12           	left	5.76360710e+01	9.81556612e+02	2.01107844e+02
5.12           	right	8.99416283e+01	1.53093091e+03	4.67050488e+02
5.12           	stlSurface	1.37409397e+02	1.28351893e+03	4.80422249e+02
5.12           	back	5.78874936e+01	3.83135843e+03	5.29929215e+02
5.12           	bottom	1.52491719e+02	2.91769622e+03	1.50423575e+03
5.12           	top	0.00000000e+00	1.47269894e+02	3.17305359e+01
5.12           	front	5.75245020e+01	3.84504577e+03	5.27074745e+02
5.14           	left	5.74809594e+01	9.84611976e+02	2.00247399e+02
5.14           	right	8.92785025e+01	1.51852217e+03	4.54782515e+02
5.14           	stlSurface	1.39586820e+02	1.41126594e+03	5.11316199e+02
5.14           	back	5.76399114e+01	3.84993254e+03	5.29751318e+02
5.14           	bottom	1.54940593e+02	2.92346590e+03	1.50544723e+03
5.14           	top	0.00000000e+00	1.46141539e+02	3.19879194e+01
5.14           	front	5.73696906e+01	3.85771705e+03	5.26961610e+02
5.16           	left	5.73651434e+01	9.87548071e+02	1.99414169e+02
5.16           	right	8.86258937e+01	1.50608888e+03	4.46989840e+02
5.16           	stlSurface	1.40914071e+02	1.51579958e+03	5.42373561e+02
5.16           	back	5.74261187e+01	3.85257195e+03	5.30954948e+02
5.16           	bottom	1.56413835e+02	2.92881363e+03	1.50640207e+03
5.16           	top	0.00000000e+00	1.45176745e+02	3.22636400e+01
5.16           	front	5.72540988e+01	3.84772851e+03	5.28002295e+02
5.18           	left	5.72941018e+01	9.90038009e+02	1.98609519e+02
5.18           	right	8.79834747e+01	1.49388424e+03	4.39499217e+02
5.18           	stlSurface	1.42062483e+02	1.59735934e+03	5.65158979e+02
5.18           	back	5.72506391e+01	3.86654432e+03	5.32735425e+02
5.18           	bottom	1.57688566e+02	2.93257977e+03	1.50706903e+03
5.18           	top	0.00000000e+00	1.44302594e+02	3.29022426e+01
5.18           	front	5.71831948e+01	3.86972555e+03	5.29383730e+02
5.2            	left	5.71869864e+01	9.91976060e+02	1.97831733e+02
5.2            	right	8.73510320e+01	1.48205166e+03	4.34524903e+02
5.2            	stlSurface	1.43217536e+02	1.65605657e+03	5.82705896e+02
